ID;edad;trabajo;estado_civil;educacion;deuda;saldo;vivienda;prestamo;tipo_contacto;duracion;fecha_contacto;campaign;tiempo_transcurrido;contactos_anteriores;resultado_campanas_anteriores;target
5759;58;entrepreneur;casado;secundaria/superiores;no;496;no;no;movil;132;22-apr-2021;1;-1;0;;si
5760;58;technician;casado;priamaria;no;10;si;no;movil;298;15-may-2021;1;-1;0;;no
5761;37;services;casado;secundaria/superiores;no;895;si;si;movil;219;4-feb-2021;2;245;1;sin_exito;no
5762;31;admin.;casado;secundaria/superiores;no;728;si;si;movil;152;15-may-2021;1;352;4;sin_exito;no
5763;25;technician;divorciado;universitarios;no;174;no;si;;350;27-may-2021;4;-1;0;;no
5764;56;technician;divorciado;secundaria/superiores;no;1480;si;si;movil;576;5-feb-2021;1;-1;0;;no
5765;58;management;casado;secundaria/superiores;no;2739;si;no;movil;86;30-jul-2021;6;-1;0;;no
5766;34;admin.;soltero;secundaria/superiores;no;1352;si;no;movil;126;20-apr-2021;1;334;3;otro;no
5767;33;admin.;soltero;secundaria/superiores;no;4436;si;no;;81;26-may-2021;6;-1;0;;no
5768;30;services;soltero;secundaria/superiores;no;62;si;no;movil;76;21-nov-2021;1;-1;0;;no
5769;60;technician;soltero;secundaria/superiores;no;0;no;no;fijo;86;29-aug-2021;2;-1;0;;no
5770;45;services;casado;secundaria/superiores;no;22;si;no;;209;8-may-2021;3;-1;0;;no
5771;32;management;soltero;universitarios;no;1169;si;no;;322;21-may-2021;2;-1;0;;no
5772;44;blue-collar;casado;secundaria/superiores;no;96;si;no;movil;547;31-jul-2021;2;-1;0;;no
5773;20;student;soltero;secundaria/superiores;no;502;no;no;movil;261;30-apr-2021;1;-1;0;;si
5774;35;technician;casado;secundaria/superiores;no;433;no;no;movil;14;28-aug-2021;16;-1;0;;no
5775;48;technician;casado;universitarios;no;9207;no;no;movil;445;18-aug-2021;3;-1;0;;no
5776;42;unemployed;casado;secundaria/superiores;no;0;si;no;movil;74;13-may-2021;3;-1;0;;no
5777;28;services;soltero;secundaria/superiores;no;234;no;no;;107;9-may-2021;3;-1;0;;no
5778;29;blue-collar;casado;secundaria/superiores;no;59;si;si;movil;100;14-may-2021;3;356;2;sin_exito;no
5779;32;blue-collar;soltero;priamaria;no;398;si;no;movil;209;14-may-2021;2;-1;0;;no
5780;21;student;soltero;secundaria/superiores;no;123;no;no;fijo;449;12-aug-2021;1;-1;0;;si
5781;34;blue-collar;casado;secundaria/superiores;no;683;si;no;;245;14-may-2021;2;-1;0;;no
5782;42;management;casado;universitarios;no;1162;si;no;movil;406;13-may-2021;5;364;1;otro;no
5783;37;management;casado;secundaria/superiores;no;10;no;si;movil;164;2-feb-2021;1;250;2;sin_exito;no
5784;50;unknown;casado;;no;558;no;no;movil;464;9-jul-2021;1;683;6;sin_exito;si
5785;24;technician;soltero;secundaria/superiores;no;681;si;no;;180;4-jun-2021;2;-1;0;;no
5786;32;management;soltero;universitarios;no;474;si;no;movil;90;7-aug-2021;3;-1;0;;no
5787;27;housemaid;casado;secundaria/superiores;no;0;no;si;movil;72;17-jul-2021;1;-1;0;;no
5788;54;services;divorciado;;no;0;si;no;movil;263;16-apr-2021;1;-1;0;;no
5789;40;self-employed;casado;universitarios;no;642;no;no;movil;147;18-nov-2021;3;-1;0;;no
5790;35;self-employed;soltero;universitarios;no;4294;no;no;;529;26-jun-2021;4;-1;0;;no
5791;35;management;soltero;universitarios;no;642;no;no;movil;278;8-may-2021;1;-1;0;;no
5792;45;admin.;casado;secundaria/superiores;no;153;no;no;movil;277;5-aug-2021;1;-1;0;;si
5793;55;retired;divorciado;secundaria/superiores;no;1580;no;si;;1007;19-jun-2021;1;-1;0;;si
5794;45;technician;casado;universitarios;no;115;no;no;movil;147;16-dec-2021;1;194;1;otro;no
5795;32;blue-collar;soltero;secundaria/superiores;no;338;si;no;;73;13-may-2021;3;-1;0;;no
5796;31;management;soltero;universitarios;no;1130;si;no;movil;181;2-feb-2021;1;264;3;sin_exito;no
5797;36;services;soltero;secundaria/superiores;no;1227;si;si;movil;775;4-may-2021;5;341;3;sin_exito;si
5798;33;management;casado;universitarios;no;1390;no;no;movil;77;5-mar-2021;1;179;5;sin_exito;no
5799;41;blue-collar;casado;secundaria/superiores;no;211;si;no;fijo;546;8-may-2021;3;368;4;sin_exito;no
5800;40;services;divorciado;;no;4384;si;no;;315;5-may-2021;1;-1;0;;no
5801;40;management;casado;universitarios;si;-1036;si;si;;41;23-jun-2021;2;-1;0;;no
5802;33;management;casado;secundaria/superiores;no;180;si;no;movil;37;18-may-2021;2;-1;0;;no
5803;29;blue-collar;casado;secundaria/superiores;no;-28;si;no;;393;12-may-2021;1;-1;0;;no
5804;33;unemployed;soltero;secundaria/superiores;no;2066;no;si;movil;305;9-sep-2021;1;749;2;sin_exito;si
5805;54;technician;casado;secundaria/superiores;no;1378;si;no;;240;5-may-2021;1;-1;0;;no
5806;40;services;casado;secundaria/superiores;no;0;si;no;movil;43;21-nov-2021;1;185;2;sin_exito;no
5807;49;technician;casado;secundaria/superiores;no;378;no;no;;189;9-jun-2021;2;-1;0;;no
5808;62;management;casado;secundaria/superiores;no;1128;no;no;movil;236;2-sep-2021;1;290;3;otro;si
5809;32;technician;soltero;universitarios;no;1454;si;no;movil;190;20-apr-2021;1;335;1;otro;no
5810;42;management;casado;universitarios;no;559;no;no;movil;88;19-aug-2021;1;-1;0;;no
5811;39;technician;casado;secundaria/superiores;no;116;no;no;movil;79;24-aug-2021;2;94;2;exito;no
5812;35;blue-collar;soltero;priamaria;no;3751;no;no;;193;16-jun-2021;1;-1;0;;no
5813;37;technician;casado;universitarios;no;2043;no;no;movil;143;22-aug-2021;4;-1;0;;no
5814;31;blue-collar;soltero;secundaria/superiores;no;58;si;no;;542;21-may-2021;1;-1;0;;no
5815;46;blue-collar;soltero;priamaria;no;87;no;no;;78;15-may-2021;1;-1;0;;no
5816;31;technician;casado;universitarios;no;22;no;no;movil;122;22-aug-2021;5;-1;0;;no
5817;50;blue-collar;casado;priamaria;no;61;si;no;;621;5-may-2021;3;-1;0;;no
5818;70;retired;casado;secundaria/superiores;no;2626;no;no;movil;140;2-sep-2021;2;-1;0;;si
5819;39;services;casado;secundaria/superiores;no;1442;no;no;movil;70;22-apr-2021;3;-1;0;;no
5820;39;management;casado;universitarios;no;198;no;no;movil;665;8-jul-2021;1;-1;0;;no
5821;42;management;soltero;universitarios;no;11008;no;no;movil;822;28-jul-2021;6;405;1;exito;si
5822;39;housemaid;casado;universitarios;no;2990;no;no;fijo;127;30-apr-2021;4;-1;0;;no
5823;39;management;divorciado;secundaria/superiores;no;4314;si;no;movil;141;20-nov-2021;4;-1;0;;no
5824;51;services;casado;;no;518;no;no;;312;5-jun-2021;3;-1;0;;no
5825;52;blue-collar;casado;priamaria;no;9804;si;si;movil;155;18-aug-2021;4;-1;0;;no
5826;36;admin.;casado;secundaria/superiores;no;194;si;si;movil;120;7-sep-2021;3;-1;0;;no
5827;45;management;divorciado;secundaria/superiores;no;1144;si;no;movil;129;16-apr-2021;1;-1;0;;no
5828;40;technician;soltero;universitarios;no;1175;no;no;movil;184;14-apr-2021;1;-1;0;;si
5829;59;blue-collar;divorciado;secundaria/superiores;no;-361;no;si;movil;247;28-jul-2021;3;-1;0;;no
5830;51;technician;casado;secundaria/superiores;no;143;si;no;;627;16-may-2021;1;-1;0;;no
5831;51;blue-collar;casado;priamaria;no;1694;no;no;movil;186;13-aug-2021;2;-1;0;;no
5832;33;admin.;soltero;universitarios;no;7608;no;no;movil;238;30-mar-2021;4;-1;0;;si
5833;45;technician;casado;secundaria/superiores;no;0;si;si;fijo;74;9-jul-2021;1;-1;0;;no
5834;41;services;casado;secundaria/superiores;no;2085;si;no;;125;26-may-2021;4;-1;0;;no
5835;45;management;casado;universitarios;no;0;si;no;movil;469;5-may-2021;2;342;1;sin_exito;no
5836;51;management;soltero;universitarios;no;2139;no;no;movil;176;17-nov-2021;2;-1;0;;no
5837;50;blue-collar;casado;;no;2065;no;no;movil;161;12-aug-2021;2;-1;0;;no
5838;47;management;casado;universitarios;no;600;no;no;movil;290;19-aug-2021;15;-1;0;;si
5839;30;blue-collar;casado;secundaria/superiores;no;501;si;si;;514;27-may-2021;1;-1;0;;no
5840;33;blue-collar;casado;secundaria/superiores;no;5164;no;no;movil;238;13-aug-2021;2;265;1;sin_exito;no
5841;61;retired;casado;universitarios;no;2557;si;no;movil;139;11-aug-2021;3;190;1;exito;si
5842;39;services;soltero;secundaria/superiores;no;326;si;no;;115;27-may-2021;1;-1;0;;no
5843;31;admin.;soltero;secundaria/superiores;no;-407;no;si;movil;230;7-jul-2021;1;-1;0;;no
5844;36;services;divorciado;secundaria/superiores;no;223;si;si;movil;80;11-may-2021;1;-1;0;;no
5845;33;student;soltero;universitarios;no;3404;si;no;;312;2-jun-2021;3;-1;0;;no
5846;47;services;casado;secundaria/superiores;no;367;si;no;movil;476;10-jul-2021;4;-1;0;;si
5847;26;management;soltero;universitarios;no;1370;no;no;movil;231;25-mar-2021;1;295;1;otro;no
5848;59;admin.;casado;secundaria/superiores;no;-396;si;no;;204;26-may-2021;1;-1;0;;no
5849;57;technician;divorciado;universitarios;no;437;no;no;movil;435;26-aug-2021;5;-1;0;;no
5850;30;housemaid;casado;priamaria;no;462;no;si;movil;274;30-jul-2021;3;-1;0;;no
5851;59;retired;casado;secundaria/superiores;no;25947;no;no;movil;292;13-aug-2021;2;-1;0;;no
5852;59;retired;casado;secundaria/superiores;no;1521;si;si;;1125;14-may-2021;2;-1;0;;si
5853;35;admin.;soltero;secundaria/superiores;no;-133;si;no;movil;546;14-may-2021;3;-1;0;;no
5854;47;blue-collar;casado;secundaria/superiores;no;323;no;no;;385;30-jun-2021;1;-1;0;;no
5855;23;services;soltero;secundaria/superiores;no;496;si;no;;430;15-may-2021;2;-1;0;;no
5856;31;management;soltero;universitarios;no;394;no;si;;660;2-jul-2021;3;-1;0;;no
5857;45;admin.;casado;secundaria/superiores;no;1387;si;no;movil;446;10-jul-2021;1;-1;0;;no
5858;40;blue-collar;casado;priamaria;no;69;si;no;movil;375;17-nov-2021;1;-1;0;;no
5859;44;services;casado;secundaria/superiores;no;4786;si;si;movil;267;12-may-2021;1;-1;0;;no
5860;29;admin.;casado;secundaria/superiores;no;182;si;si;;477;6-may-2021;1;-1;0;;no
5861;46;services;casado;secundaria/superiores;no;4;no;no;movil;268;30-apr-2021;1;261;5;otro;si
5862;33;management;soltero;universitarios;no;1304;si;no;movil;536;18-may-2021;2;-1;0;;si
5863;27;management;soltero;universitarios;no;1720;no;no;movil;284;3-nov-2021;2;273;1;sin_exito;si
5864;34;services;casado;secundaria/superiores;no;4963;si;no;movil;208;17-apr-2021;1;332;2;sin_exito;no
5865;36;technician;casado;universitarios;no;0;no;no;movil;245;20-aug-2021;1;-1;0;;no
5866;32;self-employed;soltero;universitarios;no;-98;no;si;movil;157;21-nov-2021;2;-1;0;;no
5867;38;services;casado;universitarios;no;-121;si;no;;288;21-may-2021;1;-1;0;;no
5868;68;retired;casado;priamaria;no;2301;no;no;movil;90;14-aug-2021;3;120;1;sin_exito;no
5869;27;student;soltero;secundaria/superiores;no;298;si;no;;52;3-jun-2021;1;-1;0;;no
5870;47;unemployed;casado;priamaria;no;2290;si;no;movil;274;7-apr-2021;1;-1;0;;no
5871;74;retired;casado;secundaria/superiores;no;935;no;no;movil;226;5-may-2021;1;99;2;sin_exito;si
5872;32;management;casado;universitarios;no;0;no;no;movil;74;28-aug-2021;2;-1;0;;no
5873;52;retired;divorciado;secundaria/superiores;no;280;no;no;;8;20-jun-2021;12;-1;0;;no
5874;35;admin.;casado;secundaria/superiores;no;498;si;no;;248;21-may-2021;1;-1;0;;no
5875;26;admin.;soltero;secundaria/superiores;no;1327;no;no;movil;104;30-apr-2021;1;31;4;sin_exito;no
5876;51;blue-collar;casado;secundaria/superiores;no;0;si;no;movil;8;21-nov-2021;6;-1;0;;no
5877;40;blue-collar;casado;priamaria;no;137;no;si;movil;214;10-jul-2021;1;-1;0;;no
5878;43;technician;soltero;secundaria/superiores;no;451;no;no;movil;289;12-aug-2021;2;-1;0;;si
5879;46;technician;casado;secundaria/superiores;no;3;si;si;movil;614;12-may-2021;3;-1;0;;si
5880;33;admin.;soltero;universitarios;no;867;si;no;movil;247;14-apr-2021;1;-1;0;;no
5881;52;technician;casado;secundaria/superiores;no;22755;si;no;;70;29-may-2021;2;-1;0;;no
5882;82;retired;casado;secundaria/superiores;no;0;no;no;fijo;150;12-aug-2021;2;-1;0;;no
5883;39;blue-collar;casado;priamaria;no;499;si;no;movil;156;13-may-2021;1;-1;0;;no
5884;52;technician;casado;secundaria/superiores;no;137;no;no;movil;227;6-jul-2021;2;-1;0;;si
5885;36;entrepreneur;soltero;secundaria/superiores;no;45;si;no;movil;131;1-apr-2021;1;-1;0;;no
5886;33;technician;casado;secundaria/superiores;no;1940;no;no;movil;46;27-aug-2021;10;-1;0;;no
5887;39;technician;soltero;secundaria/superiores;no;1355;si;no;movil;1180;14-may-2021;1;-1;0;;si
5888;33;services;casado;secundaria/superiores;no;1078;si;no;movil;320;13-may-2021;4;175;4;otro;no
5889;44;blue-collar;casado;priamaria;si;0;no;si;;144;20-jun-2021;1;-1;0;;no
5890;55;retired;casado;secundaria/superiores;no;2193;si;si;;72;28-may-2021;3;-1;0;;no
5891;42;unemployed;casado;secundaria/superiores;no;396;no;si;;47;20-jun-2021;2;-1;0;;no
5892;48;services;divorciado;secundaria/superiores;no;-203;si;no;movil;156;18-may-2021;5;297;1;otro;no
5893;83;retired;divorciado;priamaria;no;2619;no;no;fijo;181;16-oct-2021;2;-1;0;;no
5894;50;technician;casado;secundaria/superiores;no;841;si;no;;54;29-may-2021;2;-1;0;;no
5895;59;retired;soltero;secundaria/superiores;no;30;si;no;;514;5-may-2021;1;-1;0;;no
5896;31;housemaid;casado;secundaria/superiores;no;3902;si;no;movil;78;21-jul-2021;4;-1;0;;no
5897;34;blue-collar;casado;secundaria/superiores;no;10;si;si;movil;196;11-may-2021;2;356;1;sin_exito;no
5898;50;management;casado;universitarios;no;5124;si;no;movil;111;18-aug-2021;2;-1;0;;no
5899;59;blue-collar;casado;;no;-278;si;no;;318;13-may-2021;2;-1;0;;no
5900;30;management;soltero;universitarios;no;6493;no;no;movil;132;11-aug-2021;5;-1;0;;no
5901;28;technician;casado;secundaria/superiores;no;232;si;si;movil;72;29-jan-2021;1;261;1;sin_exito;no
5902;29;technician;casado;secundaria/superiores;no;1599;si;no;movil;95;28-oct-2021;1;112;2;sin_exito;no
5903;53;blue-collar;casado;secundaria/superiores;no;1140;si;no;;241;15-may-2021;32;-1;0;;no
5904;40;unemployed;divorciado;secundaria/superiores;no;262;si;no;;163;14-may-2021;5;-1;0;;no
5905;42;admin.;casado;secundaria/superiores;no;3279;si;no;movil;261;8-may-2021;1;344;1;sin_exito;no
5906;28;blue-collar;soltero;secundaria/superiores;si;87;si;no;movil;27;7-may-2021;1;345;1;sin_exito;no
5907;30;entrepreneur;soltero;universitarios;no;303;si;no;movil;176;14-may-2021;2;365;4;sin_exito;no
5908;46;blue-collar;casado;secundaria/superiores;no;4007;no;no;movil;380;3-feb-2021;5;217;5;otro;no
5909;28;services;casado;secundaria/superiores;no;4;si;no;;133;27-jun-2021;5;-1;0;;no
5910;33;management;casado;universitarios;no;23;si;si;movil;150;6-feb-2021;1;-1;0;;no
5911;35;housemaid;casado;universitarios;no;11219;no;no;movil;699;12-aug-2021;2;79;1;sin_exito;no
5912;33;technician;soltero;secundaria/superiores;no;235;si;no;movil;352;20-apr-2021;1;-1;0;;no
5913;45;blue-collar;casado;secundaria/superiores;no;2926;si;si;movil;477;22-jul-2021;2;-1;0;;no
5914;28;unemployed;casado;secundaria/superiores;no;863;si;si;;355;27-may-2021;1;-1;0;;no
5915;35;management;casado;universitarios;no;82;no;no;movil;507;8-aug-2021;4;-1;0;;si
5916;45;blue-collar;casado;secundaria/superiores;no;3;no;si;fijo;154;30-jul-2021;2;-1;0;;no
5917;35;blue-collar;casado;priamaria;no;298;si;no;movil;135;13-may-2021;2;370;2;sin_exito;no
5918;39;services;soltero;secundaria/superiores;no;-244;si;no;;152;8-may-2021;2;-1;0;;no
5919;63;admin.;divorciado;secundaria/superiores;no;4680;no;no;movil;953;15-sep-2021;2;-1;0;;si
5920;45;blue-collar;divorciado;priamaria;no;0;si;no;movil;211;21-jul-2021;2;-1;0;;no
5921;29;unemployed;soltero;universitarios;no;1311;no;no;movil;622;28-aug-2021;1;-1;0;;si
5922;49;retired;casado;priamaria;no;192;no;no;movil;227;10-jul-2021;1;-1;0;;no
5923;36;blue-collar;casado;;no;-389;si;no;;76;14-may-2021;9;-1;0;;no
5924;40;technician;casado;secundaria/superiores;no;265;no;no;;1365;18-jun-2021;4;-1;0;;no
5925;29;admin.;soltero;universitarios;no;200;si;no;movil;195;11-may-2021;1;357;1;otro;no
5926;33;admin.;divorciado;priamaria;no;1416;si;no;;239;2-jun-2021;4;-1;0;;no
5927;50;admin.;casado;priamaria;no;-75;no;si;fijo;233;9-jul-2021;7;-1;0;;no
5928;43;technician;casado;secundaria/superiores;no;1865;si;no;movil;155;17-nov-2021;1;186;1;sin_exito;no
5929;59;retired;casado;priamaria;no;1115;no;no;;834;19-jun-2021;1;-1;0;;si
5930;32;student;soltero;secundaria/superiores;no;5836;no;no;movil;281;2-sep-2021;2;493;2;sin_exito;no
5931;34;management;casado;universitarios;no;520;si;no;movil;1307;12-aug-2021;4;-1;0;;si
5932;34;entrepreneur;casado;;no;-506;no;no;movil;19;29-aug-2021;16;-1;0;;no
5933;34;admin.;casado;secundaria/superiores;no;645;si;no;;420;19-may-2021;1;-1;0;;no
5934;57;management;casado;universitarios;no;1602;no;no;movil;339;29-jul-2021;3;-1;0;;no
5935;60;self-employed;casado;universitarios;no;10861;no;no;movil;98;9-nov-2021;1;91;2;sin_exito;si
5936;26;student;soltero;secundaria/superiores;no;1164;no;no;movil;116;9-jul-2021;1;301;1;otro;no
5937;31;management;soltero;universitarios;no;147;no;no;movil;469;9-mar-2021;1;181;2;exito;si
5938;42;management;casado;universitarios;no;721;no;si;movil;91;5-aug-2021;5;-1;0;;no
5939;51;management;divorciado;universitarios;no;492;no;si;movil;54;29-jul-2021;7;-1;0;;no
5940;65;housemaid;casado;priamaria;no;2179;si;no;movil;112;4-sep-2021;7;-1;0;;no
5941;42;management;soltero;universitarios;no;0;no;no;movil;99;7-sep-2021;1;-1;0;;no
5942;42;technician;casado;universitarios;no;250;no;si;movil;213;12-aug-2021;3;-1;0;;no
5943;54;services;casado;secundaria/superiores;no;-165;no;si;;202;3-jul-2021;1;-1;0;;no
5944;32;admin.;casado;secundaria/superiores;no;413;si;no;movil;95;20-apr-2021;3;341;2;sin_exito;no
5945;36;admin.;soltero;secundaria/superiores;no;8;no;no;movil;115;21-aug-2021;2;-1;0;;no
5946;36;technician;casado;universitarios;no;473;no;no;movil;72;22-aug-2021;2;-1;0;;no
5947;25;technician;soltero;secundaria/superiores;no;886;no;no;movil;121;12-aug-2021;1;-1;0;;no
5948;22;student;soltero;secundaria/superiores;no;1564;no;no;movil;36;28-aug-2021;2;-1;0;;no
5949;28;services;soltero;secundaria/superiores;no;1736;si;no;;139;29-may-2021;3;-1;0;;no
5950;34;management;casado;universitarios;no;498;si;no;movil;84;29-jan-2021;1;251;2;sin_exito;no
5951;32;technician;casado;secundaria/superiores;no;2;si;si;movil;143;8-jul-2021;1;-1;0;;no
5952;35;technician;soltero;secundaria/superiores;no;3490;si;no;movil;643;29-aug-2021;2;-1;0;;si
5953;23;services;soltero;secundaria/superiores;no;567;si;si;movil;358;15-may-2021;1;-1;0;;no
5954;45;management;casado;universitarios;no;126;si;no;movil;92;20-apr-2021;1;342;1;sin_exito;no
5955;49;technician;casado;secundaria/superiores;no;2344;si;no;;371;30-may-2021;2;-1;0;;no
5956;28;technician;casado;secundaria/superiores;no;487;si;no;;176;13-may-2021;4;-1;0;;no
5957;52;blue-collar;casado;secundaria/superiores;no;161;si;no;;274;13-may-2021;2;-1;0;;no
5958;41;blue-collar;casado;priamaria;no;201;si;no;movil;157;3-feb-2021;1;-1;0;;si
5959;35;blue-collar;casado;secundaria/superiores;no;594;si;no;;213;6-jun-2021;2;-1;0;;no
5960;30;admin.;divorciado;priamaria;no;1032;si;no;;52;29-may-2021;5;-1;0;;no
5961;37;management;divorciado;universitarios;no;241;si;no;;126;30-may-2021;1;-1;0;;no
5962;59;unemployed;casado;secundaria/superiores;no;1226;no;no;movil;270;6-feb-2021;3;-1;0;;no
5963;43;admin.;soltero;secundaria/superiores;no;375;no;si;movil;193;5-feb-2021;2;199;4;sin_exito;no
5964;27;services;soltero;secundaria/superiores;no;261;si;si;movil;113;18-may-2021;1;-1;0;;no
5965;28;services;soltero;secundaria/superiores;no;-260;si;no;;170;12-may-2021;2;-1;0;;no
5966;38;technician;divorciado;secundaria/superiores;no;902;si;no;movil;301;4-may-2021;3;90;1;exito;si
5967;33;management;soltero;universitarios;no;224;no;no;movil;241;8-mar-2021;2;-1;0;;si
5968;39;technician;casado;universitarios;no;101;no;no;movil;441;3-apr-2021;1;-1;0;;no
5969;53;self-employed;casado;universitarios;no;451;si;no;movil;125;2-feb-2021;1;249;2;sin_exito;no
5970;44;management;soltero;universitarios;no;0;no;si;movil;289;14-jul-2021;3;-1;0;;no
5971;25;technician;soltero;universitarios;no;2206;si;no;movil;114;15-jun-2021;1;-1;0;;no
5972;50;admin.;casado;secundaria/superiores;no;-779;si;si;movil;112;22-jul-2021;2;-1;0;;no
5973;34;self-employed;soltero;universitarios;no;90;no;no;movil;84;2-jun-2021;1;-1;0;;no
5974;36;management;casado;secundaria/superiores;no;1160;si;no;movil;56;15-apr-2021;1;323;3;sin_exito;no
5975;33;technician;casado;secundaria/superiores;no;480;si;no;movil;272;30-jan-2021;1;270;1;otro;no
5976;44;management;casado;universitarios;no;1383;no;no;movil;243;22-aug-2021;12;-1;0;;no
5977;59;management;casado;priamaria;no;252;si;si;movil;138;17-nov-2021;1;175;2;sin_exito;no
5978;32;admin.;casado;universitarios;no;284;si;no;movil;717;29-apr-2021;3;-1;0;;si
5979;44;technician;soltero;secundaria/superiores;no;-34;no;si;movil;14;27-aug-2021;13;-1;0;;no
5980;40;admin.;casado;universitarios;no;0;si;no;movil;125;15-jul-2021;3;-1;0;;no
5981;37;blue-collar;casado;secundaria/superiores;no;-288;si;si;;298;6-jun-2021;2;-1;0;;no
5982;37;technician;soltero;universitarios;no;5122;si;no;;396;20-may-2021;1;-1;0;;no
5983;38;unemployed;divorciado;secundaria/superiores;no;258;no;no;;88;17-jun-2021;2;-1;0;;no
5984;46;services;casado;secundaria/superiores;no;1757;si;no;;380;14-may-2021;4;-1;0;;no
5985;26;services;soltero;secundaria/superiores;no;38;no;no;fijo;268;28-aug-2021;3;-1;0;;no
5986;58;blue-collar;casado;priamaria;no;0;no;no;movil;168;26-aug-2021;4;-1;0;;no
5987;87;retired;casado;priamaria;no;230;no;no;movil;144;30-oct-2021;1;-1;0;;si
5988;28;blue-collar;casado;priamaria;no;702;si;no;;318;26-jun-2021;2;-1;0;;no
5989;37;management;divorciado;universitarios;si;26;no;si;movil;22;21-nov-2021;1;-1;0;;no
5990;28;entrepreneur;casado;universitarios;no;4064;no;si;movil;93;11-may-2021;2;-1;0;;no
5991;39;services;casado;secundaria/superiores;no;0;si;si;;240;21-may-2021;3;-1;0;;no
5992;31;technician;divorciado;universitarios;no;75;no;no;movil;34;22-aug-2021;9;-1;0;;no
5993;49;unemployed;casado;priamaria;no;213;no;no;movil;60;28-jan-2021;1;-1;0;;no
5994;32;technician;soltero;secundaria/superiores;no;1279;si;no;;1173;3-jun-2021;3;-1;0;;si
5995;33;admin.;casado;secundaria/superiores;no;393;si;no;;383;28-may-2021;1;-1;0;;no
5996;35;admin.;divorciado;secundaria/superiores;no;20;no;si;movil;287;17-jul-2021;1;-1;0;;no
5997;32;admin.;casado;secundaria/superiores;no;0;si;si;;122;1-jul-2021;1;-1;0;;no
5998;48;management;casado;universitarios;no;5887;no;no;movil;227;13-aug-2021;2;-1;0;;no
5999;26;technician;soltero;secundaria/superiores;no;-859;si;no;;297;19-jun-2021;1;-1;0;;no
6000;36;blue-collar;casado;secundaria/superiores;no;-42;no;si;movil;521;2-feb-2021;2;193;2;otro;no
6001;39;technician;casado;secundaria/superiores;no;603;no;si;movil;214;15-apr-2021;1;-1;0;;si
6002;35;housemaid;casado;secundaria/superiores;no;14000;no;no;;121;9-jun-2021;2;-1;0;;no
6003;55;self-employed;casado;secundaria/superiores;no;198;no;no;movil;111;25-aug-2021;6;-1;0;;no
6004;33;blue-collar;casado;secundaria/superiores;no;331;si;no;movil;178;14-may-2021;7;365;5;otro;no
6005;27;unemployed;soltero;universitarios;no;3060;no;no;movil;533;30-jan-2021;1;-1;0;;no
6006;30;blue-collar;casado;secundaria/superiores;no;0;si;si;movil;1399;10-jul-2021;1;-1;0;;si
6007;57;management;casado;universitarios;no;2261;si;no;;1007;8-may-2021;1;-1;0;;no
6008;29;unemployed;casado;priamaria;no;639;no;si;movil;358;4-feb-2021;2;-1;0;;no
6009;50;management;casado;universitarios;no;207;si;no;movil;99;4-feb-2021;1;-1;0;;no
6010;29;blue-collar;soltero;secundaria/superiores;no;260;si;no;;707;2-jun-2021;14;-1;0;;si
6011;55;blue-collar;casado;secundaria/superiores;no;831;si;no;;144;14-may-2021;1;-1;0;;no
6012;35;management;soltero;universitarios;no;-289;si;no;;490;21-may-2021;1;-1;0;;no
6013;43;technician;divorciado;secundaria/superiores;no;-278;no;no;movil;103;28-aug-2021;8;-1;0;;no
6014;32;management;casado;universitarios;no;3;si;no;movil;22;31-jul-2021;27;-1;0;;no
6015;55;management;casado;secundaria/superiores;no;1928;no;no;movil;87;21-nov-2021;4;-1;0;;no
6016;60;retired;casado;secundaria/superiores;no;1145;no;no;movil;167;6-aug-2021;2;-1;0;;no
6017;43;technician;casado;universitarios;no;591;si;no;movil;889;8-aug-2021;2;-1;0;;no
6018;31;unemployed;casado;universitarios;no;232;si;no;movil;53;13-may-2021;3;-1;0;;no
6019;40;services;casado;secundaria/superiores;no;900;si;si;movil;84;14-jul-2021;2;-1;0;;no
6020;43;self-employed;casado;secundaria/superiores;no;918;si;no;;193;6-may-2021;1;-1;0;;no
6021;34;blue-collar;soltero;secundaria/superiores;no;-42;si;si;;294;3-jun-2021;2;-1;0;;no
6022;30;management;soltero;universitarios;no;334;no;no;movil;144;14-aug-2021;2;-1;0;;no
6023;51;blue-collar;soltero;secundaria/superiores;no;708;si;no;fijo;391;14-may-2021;1;364;1;sin_exito;no
6024;30;services;casado;secundaria/superiores;no;683;si;no;movil;66;15-may-2021;1;-1;0;;no
6025;46;blue-collar;casado;priamaria;no;0;si;no;movil;278;12-may-2021;1;-1;0;;no
6026;40;technician;casado;universitarios;no;5152;si;si;movil;121;18-jul-2021;2;-1;0;;no
6027;33;services;casado;secundaria/superiores;no;39;si;no;;66;4-jun-2021;4;-1;0;;no
6028;36;housemaid;casado;priamaria;no;531;no;no;movil;151;28-apr-2021;3;-1;0;;no
6029;47;technician;casado;secundaria/superiores;no;335;no;no;movil;417;4-may-2021;1;76;1;exito;si
6030;53;self-employed;casado;universitarios;no;730;si;no;;18;2-nov-2021;1;368;2;sin_exito;no
6031;45;management;casado;universitarios;no;0;no;no;movil;144;21-aug-2021;2;-1;0;;no
6032;50;blue-collar;casado;priamaria;no;334;no;no;movil;79;27-aug-2021;3;-1;0;;no
6033;45;technician;soltero;secundaria/superiores;no;1044;si;no;;239;3-jun-2021;8;-1;0;;no
